char01,char02,char03,char04,char05,char06,char07,char08,prediction
m,o,p,e,s,*,*,*,valid
e,u,p,q,p,b,*,*,invalid
h,d,m,t,s,b,*,*,invalid
w,e,b,b,i,n,g,*,valid
c,o,n,t,e,n,d,*,valid
t,o,*,*,*,*,*,*,valid
j,l,b,b,*,*,*,*,invalid
f,o,r,e,s,t,s,*,valid
f,e,h,e,*,*,*,*,invalid
q,u,y,k,v,*,*,*,invalid
s,i,n,g,e,d,*,*,valid
n,i,x,i,n,g,*,*,valid
r,u,b,b,e,r,s,*,valid
k,k,j,b,q,h,*,*,invalid
w,a,c,k,e,s,t,*,valid
b,e,s,t,r,i,d,*,valid
n,i,t,p,i,c,k,*,valid
c,l,o,t,u,r,e,s,valid
l,a,n,d,*,*,*,*,valid
a,c,d,x,f,*,*,*,invalid
o,u,e,*,*,*,*,*,invalid
y,l,s,*,*,*,*,*,invalid
l,a,n,k,e,r,*,*,valid
r,o,q,v,e,j,*,*,invalid
i,b,m,g,q,w,*,*,invalid
l,i,c,k,*,*,*,*,valid
y,h,p,o,*,*,*,*,invalid
s,c,o,o,t,s,*,*,valid
p,e,r,u,s,i,n,g,valid
s,n,i,p,e,d,*,*,valid
f,o,a,*,*,*,*,*,invalid
c,h,u,m,m,i,e,r,valid
e,x,t,e,n,d,*,*,valid
v,r,p,b,g,r,*,*,invalid
b,m,x,u,b,*,*,*,invalid
f,u,z,z,i,l,y,*,valid
d,e,l,e,t,e,*,*,valid
l,o,b,*,*,*,*,*,valid
y,j,j,h,e,j,*,*,invalid
s,a,f,e,n,e,s,s,valid
y,c,d,v,*,*,*,*,invalid
k,i,a,n,n,m,*,*,invalid
l,o,f,t,*,*,*,*,valid
f,q,m,y,*,*,*,*,invalid
p,o,v,e,r,t,y,*,valid
l,q,k,u,l,r,c,*,invalid
m,a,t,u,r,e,s,t,valid
j,o,h,d,c,b,n,*,invalid
p,r,n,b,*,*,*,*,invalid
t,y,b,j,g,r,k,*,invalid
c,a,n,t,a,t,a,*,valid
r,e,p,e,n,t,e,d,valid
h,u,b,c,a,p,s,*,valid
e,s,p,o,u,s,e,d,valid
w,i,t,s,*,*,*,*,valid
d,h,i,q,d,v,*,*,invalid
x,g,b,j,r,j,y,*,invalid
y,j,b,*,*,*,*,*,invalid
j,e,w,e,l,r,y,*,valid
f,s,c,t,f,*,*,*,invalid
b,e,r,a,t,e,*,*,valid
p,u,p,a,e,*,*,*,valid
j,u,b,i,l,e,e,*,valid
t,h,i,r,s,t,e,d,valid
j,o,w,v,*,*,*,*,invalid
d,x,b,*,*,*,*,*,invalid
m,q,s,l,x,w,l,*,invalid
m,t,e,*,*,*,*,*,invalid
c,x,q,r,r,*,*,*,invalid
u,f,r,n,*,*,*,*,invalid
b,s,d,o,w,k,t,*,invalid
e,x,c,e,p,t,*,*,valid
p,a,n,e,l,*,*,*,valid
s,o,k,*,*,*,*,*,invalid
h,b,d,n,l,g,*,*,invalid
s,l,e,e,k,l,y,*,valid
s,o,n,o,*,*,*,*,valid
q,f,b,e,r,i,*,*,invalid
f,e,r,t,i,l,e,*,valid
d,w,i,e,j,r,*,*,invalid
d,l,f,*,*,*,*,*,invalid
p,e,e,p,s,*,*,*,valid
v,c,p,r,*,*,*,*,invalid
l,o,g,o,u,t,*,*,valid
r,x,l,d,y,y,l,*,invalid
n,e,m,b,v,a,*,*,invalid
n,e,u,r,o,s,e,s,valid
d,d,y,*,*,*,*,*,invalid
e,s,k,k,g,d,b,*,invalid
o,v,e,r,a,l,l,*,valid
f,u,c,k,i,n,g,*,valid
h,i,k,e,r,s,*,*,valid
h,y,u,*,*,*,*,*,invalid
x,x,s,a,a,*,*,*,invalid
a,l,l,o,y,e,d,*,valid
s,b,o,t,i,*,*,*,invalid
r,e,p,r,o,v,e,d,valid
f,j,c,n,c,*,*,*,invalid
w,n,r,k,*,*,*,*,invalid
e,r,w,d,s,g,w,*,invalid
r,p,j,*,*,*,*,*,invalid
s,q,a,a,n,*,*,*,invalid
r,k,b,n,c,t,j,*,invalid
m,l,r,f,c,x,*,*,invalid
g,r,e,n,a,d,e,s,valid
q,f,i,r,s,*,*,*,invalid
f,i,d,d,p,h,*,*,invalid
p,l,b,e,t,j,x,*,invalid
p,i,a,n,o,s,*,*,valid
c,n,u,w,d,q,*,*,invalid
h,n,g,c,q,x,r,*,invalid
h,y,q,l,m,*,*,*,invalid
b,i,s,h,o,p,*,*,valid
m,i,s,s,i,v,e,*,valid
r,q,i,b,r,*,*,*,invalid
i,t,e,m,*,*,*,*,valid
p,o,c,k,m,a,r,k,valid
r,i,i,o,j,*,*,*,invalid
q,k,v,*,*,*,*,*,invalid
b,a,n,d,i,t,r,y,valid
i,u,x,s,*,*,*,*,invalid
t,a,w,k,i,y,*,*,invalid
k,e,l,d,f,i,*,*,invalid
p,u,r,i,t,y,*,*,valid
i,f,k,c,s,x,*,*,invalid
t,k,n,*,*,*,*,*,invalid
v,j,g,*,*,*,*,*,invalid
c,h,o,k,i,n,g,*,valid
s,o,q,m,x,f,a,*,invalid
d,e,e,m,e,d,*,*,valid
t,i,n,t,i,n,g,*,valid
f,u,a,o,m,g,c,*,invalid
p,v,l,e,a,n,*,*,invalid
i,u,h,*,*,*,*,*,invalid
t,r,a,c,e,s,*,*,valid
x,e,d,m,i,t,*,*,invalid
o,u,t,a,b,*,*,*,invalid
e,r,j,u,d,*,*,*,invalid
g,u,i,t,a,r,s,*,valid
f,k,g,m,t,p,*,*,invalid
o,x,p,w,d,d,a,*,invalid
p,m,q,g,r,*,*,*,invalid
s,h,o,t,*,*,*,*,valid
i,j,t,n,*,*,*,*,invalid
y,s,t,e,*,*,*,*,invalid
q,f,y,t,c,*,*,*,invalid
m,i,n,i,o,n,s,*,valid
k,d,y,j,t,k,*,*,invalid
v,y,t,b,x,*,*,*,invalid
s,u,r,f,a,c,e,s,valid
h,u,m,o,r,*,*,*,valid
u,m,o,*,*,*,*,*,invalid
c,o,u,n,t,e,r,*,valid
j,o,u,n,c,e,d,*,valid
c,m,e,t,f,y,a,*,invalid
t,a,r,r,e,d,*,*,valid
p,a,r,c,h,*,*,*,valid
y,s,l,p,y,w,*,*,invalid
r,a,b,p,u,y,*,*,invalid
l,e,w,d,n,e,s,s,valid
h,e,a,r,t,s,*,*,valid
g,a,m,i,n,g,*,*,valid
s,f,r,*,*,*,*,*,invalid
k,j,w,e,q,r,*,*,invalid
d,k,d,a,h,x,r,*,invalid
s,o,r,r,e,l,*,*,valid
l,h,s,j,*,*,*,*,invalid
c,o,k,o,*,*,*,*,invalid
w,e,a,n,s,*,*,*,valid
c,a,r,r,y,a,l,l,valid
y,p,p,*,*,*,*,*,invalid
x,x,f,q,t,i,q,*,invalid
r,o,s,a,r,i,e,s,valid
s,h,r,e,d,*,*,*,valid
v,j,b,l,v,e,*,*,invalid
u,i,q,l,b,a,l,*,invalid
c,h,a,r,i,t,y,*,valid
w,i,j,j,*,*,*,*,invalid
m,r,w,y,*,*,*,*,invalid
j,l,f,i,w,l,*,*,invalid
l,e,d,g,e,*,*,*,valid
u,t,b,*,*,*,*,*,invalid
s,t,o,o,p,e,d,*,valid
g,a,l,l,a,n,t,*,valid
u,t,i,l,i,z,e,*,valid
k,m,m,h,y,*,*,*,invalid
i,e,y,e,*,*,*,*,invalid
f,l,e,s,h,*,*,*,valid
y,u,q,m,e,f,s,*,invalid
g,q,r,r,o,d,*,*,invalid
r,p,o,o,f,s,y,*,invalid
s,t,b,q,x,n,*,*,invalid
r,v,i,h,s,l,s,*,invalid
x,a,o,j,m,q,*,*,invalid
f,j,w,r,c,*,*,*,invalid
d,e,c,a,y,s,*,*,valid
h,e,n,s,*,*,*,*,valid
s,m,f,s,*,*,*,*,invalid
p,n,p,n,h,y,e,*,invalid
w,i,c,k,e,r,*,*,valid
s,s,o,*,*,*,*,*,invalid
i,l,a,*,*,*,*,*,invalid
p,a,t,r,i,o,t,*,valid
g,q,b,g,p,*,*,*,invalid
w,u,b,s,e,m,k,*,invalid
d,e,m,o,i,n,g,*,valid
u,a,c,b,j,n,*,*,invalid
x,q,t,*,*,*,*,*,invalid
f,h,d,k,g,s,*,*,invalid
b,a,m,t,*,*,*,*,invalid
h,f,n,b,v,q,c,*,invalid
k,w,a,d,v,*,*,*,invalid
r,a,p,i,e,r,*,*,valid
h,e,y,m,h,x,n,*,invalid
b,j,m,j,*,*,*,*,invalid
v,a,u,l,t,*,*,*,valid
k,x,j,n,f,*,*,*,invalid
d,q,d,h,v,*,*,*,invalid
x,o,v,w,n,x,k,*,invalid
l,o,s,g,y,s,*,*,invalid
a,i,r,m,a,n,*,*,valid
c,k,i,x,*,*,*,*,invalid
k,f,v,u,c,g,*,*,invalid
u,c,v,n,y,k,*,*,invalid
p,u,l,l,e,t,*,*,valid
l,o,d,g,i,n,g,*,valid
r,e,c,o,r,d,*,*,valid
a,r,d,o,r,s,*,*,valid
d,k,s,*,*,*,*,*,invalid
o,d,j,b,w,b,*,*,invalid
d,a,t,j,*,*,*,*,invalid
m,a,s,*,*,*,*,*,invalid
p,b,r,h,x,s,n,*,invalid
m,m,r,u,i,h,n,*,invalid
f,o,i,b,l,e,*,*,valid
p,t,u,y,r,p,*,*,invalid
f,c,y,q,*,*,*,*,invalid
f,b,r,o,a,*,*,*,invalid
t,u,r,n,o,f,f,s,valid
o,k,r,a,*,*,*,*,valid
e,e,k,e,b,*,*,*,invalid
k,j,o,j,m,x,i,*,invalid
m,y,w,e,t,s,p,*,invalid
m,p,w,u,b,n,*,*,invalid
n,p,m,m,w,e,*,*,invalid
x,l,p,v,m,*,*,*,invalid
w,e,l,c,o,m,e,s,valid
g,b,j,v,v,d,i,*,invalid
f,i,e,r,c,e,s,t,valid
n,j,x,p,n,c,c,*,invalid
m,a,n,s,e,*,*,*,valid
t,h,i,r,t,y,*,*,valid
c,a,a,*,*,*,*,*,invalid
n,e,w,t,o,n,s,*,valid
f,m,j,r,k,t,*,*,invalid
g,a,r,i,s,h,*,*,valid
q,l,f,b,g,j,s,*,invalid
p,m,r,b,s,v,l,*,invalid
n,t,w,q,*,*,*,*,invalid
e,c,d,j,e,k,d,*,invalid
k,a,o,l,l,*,*,*,invalid
e,y,y,*,*,*,*,*,invalid
f,r,u,a,n,*,*,*,invalid
r,v,m,u,*,*,*,*,invalid
r,e,p,a,y,s,*,*,valid
h,y,p,e,d,*,*,*,valid
i,e,p,m,v,w,n,*,invalid
r,e,n,j,d,*,*,*,invalid
w,l,j,n,x,k,*,*,invalid
h,k,d,a,q,u,*,*,invalid
r,w,n,l,*,*,*,*,invalid
c,r,n,m,k,u,*,*,invalid
a,s,t,r,a,l,*,*,valid
f,g,c,g,f,d,*,*,invalid
f,u,r,i,e,s,*,*,valid
r,r,f,w,g,*,*,*,invalid
q,f,c,s,*,*,*,*,invalid
m,u,c,k,s,*,*,*,valid
g,k,f,*,*,*,*,*,invalid
m,a,n,g,o,*,*,*,valid
k,i,k,x,k,*,*,*,invalid
e,m,d,g,t,i,v,*,invalid
w,k,f,g,*,*,*,*,invalid
e,u,c,o,r,n,*,*,invalid
e,i,c,c,m,s,w,*,invalid
p,i,t,c,h,e,s,*,valid
t,k,g,j,j,b,c,*,invalid
l,p,j,s,*,*,*,*,invalid
j,i,l,k,*,*,*,*,invalid
b,m,s,j,p,d,*,*,invalid
s,b,w,o,q,r,*,*,invalid
s,a,y,n,t,*,*,*,invalid
e,s,g,o,k,i,a,*,invalid
t,l,c,n,w,s,t,*,invalid
s,h,a,c,k,*,*,*,valid
w,s,e,q,n,*,*,*,invalid
i,t,x,b,t,*,*,*,invalid
c,o,u,n,t,y,*,*,valid
r,w,q,r,a,v,*,*,invalid
r,a,z,o,r,*,*,*,valid
h,x,j,t,h,j,*,*,invalid
u,r,e,a,*,*,*,*,valid
e,s,c,o,r,t,*,*,valid
e,p,j,b,*,*,*,*,invalid
d,o,v,n,*,*,*,*,invalid
a,l,r,h,f,*,*,*,invalid
k,x,n,q,d,*,*,*,invalid
d,a,w,d,l,e,s,*,valid
m,d,g,s,o,a,v,*,invalid
w,x,v,c,t,*,*,*,invalid
x,a,f,*,*,*,*,*,invalid
t,a,l,l,y,h,o,*,valid
d,q,a,s,y,*,*,*,invalid
o,r,a,t,i,n,g,*,valid
y,a,x,p,v,*,*,*,invalid
y,q,c,r,m,*,*,*,invalid
c,a,g,e,y,*,*,*,valid
e,g,g,*,*,*,*,*,valid
r,o,a,m,e,d,*,*,valid
j,i,w,*,*,*,*,*,invalid
c,d,r,x,a,*,*,*,invalid
q,u,a,i,l,e,d,*,valid
k,u,t,n,r,*,*,*,invalid
k,l,u,t,z,y,*,*,valid
c,m,p,i,w,w,m,*,invalid
d,e,f,r,a,u,d,s,valid
c,b,l,g,p,m,k,*,invalid
c,e,l,l,u,l,a,r,valid
l,b,m,*,*,*,*,*,invalid
y,j,q,y,x,*,*,*,invalid
c,l,o,w,n,i,n,g,valid
l,e,c,i,t,h,i,n,valid
y,r,s,u,l,l,*,*,invalid
x,b,k,t,y,*,*,*,invalid
a,s,c,o,t,*,*,*,valid
w,h,m,p,*,*,*,*,invalid
r,q,d,l,q,*,*,*,invalid
s,h,i,f,t,i,n,g,valid
p,n,m,q,j,*,*,*,invalid
t,u,b,e,d,*,*,*,valid
e,a,r,f,u,l,s,*,valid
f,k,k,o,m,c,*,*,invalid
i,y,l,i,*,*,*,*,invalid
i,n,w,a,r,d,*,*,valid
a,o,p,*,*,*,*,*,invalid
y,c,c,*,*,*,*,*,invalid
j,d,r,*,*,*,*,*,invalid
q,k,c,q,u,*,*,*,invalid
o,u,j,b,*,*,*,*,invalid
i,a,k,h,r,*,*,*,invalid
y,x,s,a,p,*,*,*,invalid
g,i,m,p,u,r,*,*,invalid
l,a,m,b,k,i,n,*,valid
c,r,a,t,e,*,*,*,valid
e,p,d,*,*,*,*,*,invalid
q,t,c,q,h,c,*,*,invalid
w,e,k,o,*,*,*,*,invalid
x,g,x,h,e,*,*,*,invalid
y,g,t,x,k,*,*,*,invalid
h,m,o,x,p,h,y,*,invalid
s,b,t,x,l,q,*,*,invalid
o,p,j,u,x,*,*,*,invalid
u,v,h,a,u,b,a,*,invalid
b,a,f,f,l,e,d,*,valid
g,h,c,*,*,*,*,*,invalid
v,w,p,n,h,x,*,*,invalid
r,e,t,r,a,c,e,s,valid
d,i,s,b,a,r,s,*,valid
l,h,n,*,*,*,*,*,invalid
c,a,n,e,d,*,*,*,valid
n,q,v,*,*,*,*,*,invalid
e,m,b,o,d,y,*,*,valid
n,o,n,s,k,i,d,*,valid
h,s,s,h,*,*,*,*,invalid
c,n,v,g,j,y,*,*,invalid
u,n,t,i,d,i,e,r,valid
t,u,r,n,k,e,y,*,valid
e,w,j,t,*,*,*,*,invalid
s,i,g,h,t,i,n,g,valid
s,t,a,v,i,n,g,*,valid
k,k,y,a,g,q,*,*,invalid
k,x,f,k,b,j,n,*,invalid
p,w,u,s,*,*,*,*,invalid
l,r,o,u,*,*,*,*,invalid
j,d,i,a,h,*,*,*,invalid
t,j,d,c,q,r,*,*,invalid
b,a,g,p,i,p,e,*,valid
k,j,k,*,*,*,*,*,invalid
s,w,a,n,k,e,r,*,valid
c,l,a,i,m,*,*,*,valid
c,h,d,f,x,p,y,*,invalid
a,v,n,*,*,*,*,*,invalid
z,o,n,a,l,*,*,*,valid
c,j,m,*,*,*,*,*,invalid
i,l,e,j,*,*,*,*,invalid
d,a,t,g,d,*,*,*,invalid
h,o,g,g,i,n,g,*,valid
i,m,p,a,l,e,*,*,valid
u,v,f,t,*,*,*,*,invalid
h,l,w,y,*,*,*,*,invalid
c,r,u,d,*,*,*,*,valid
a,c,c,u,s,e,r,s,valid
p,l,t,g,n,a,*,*,invalid
f,u,p,k,a,t,*,*,invalid
f,i,r,e,m,a,n,*,valid
r,e,c,a,l,l,s,*,valid
l,u,c,x,f,*,*,*,invalid
m,f,b,j,r,f,*,*,invalid
s,p,r,e,a,d,e,r,valid
i,n,c,i,s,e,d,*,valid
r,w,i,*,*,*,*,*,invalid
f,u,v,p,*,*,*,*,invalid
q,r,v,*,*,*,*,*,invalid
j,a,u,n,t,s,*,*,valid
g,a,m,e,r,*,*,*,valid
a,x,o,*,*,*,*,*,invalid
m,b,h,t,k,*,*,*,invalid
l,v,w,g,c,o,*,*,invalid
c,w,v,o,v,*,*,*,invalid
t,h,r,o,w,n,*,*,valid
l,f,s,m,b,e,*,*,invalid
x,v,g,*,*,*,*,*,invalid
f,l,a,v,o,r,e,d,valid
q,p,x,j,q,p,*,*,invalid
d,o,c,h,i,r,a,*,valid
q,l,c,d,*,*,*,*,invalid
s,o,p,p,i,e,s,t,valid
m,o,y,y,t,*,*,*,invalid
o,l,x,j,e,o,*,*,invalid
j,e,a,e,r,r,o,*,invalid
c,o,c,a,i,n,e,*,valid
h,a,r,n,e,s,s,*,valid
t,r,i,*,*,*,*,*,invalid
c,h,a,i,n,i,n,g,valid
h,b,i,o,n,c,q,*,invalid
m,o,l,t,e,d,*,*,valid
f,h,q,y,l,*,*,*,invalid
d,i,g,i,t,s,*,*,valid
u,r,t,g,i,*,*,*,invalid
y,i,q,v,*,*,*,*,invalid
s,o,u,r,*,*,*,*,valid
h,a,t,r,e,d,*,*,valid
l,u,r,k,*,*,*,*,valid
p,i,n,b,a,l,l,*,valid
r,h,g,c,a,j,*,*,invalid
c,k,r,y,c,u,q,*,invalid
m,i,d,d,a,y,*,*,valid
f,x,d,n,h,k,m,*,invalid
v,e,l,w,*,*,*,*,invalid
v,i,u,c,y,*,*,*,invalid
u,u,g,p,j,j,s,*,invalid
w,o,r,t,h,i,e,s,valid
u,i,w,w,w,*,*,*,invalid
m,e,l,a,n,g,e,s,valid
h,c,g,a,*,*,*,*,invalid
p,o,i,n,t,*,*,*,valid
q,s,n,u,m,s,*,*,invalid
b,a,r,g,e,d,*,*,valid
l,i,k,e,n,i,n,g,valid
y,e,j,l,i,i,l,*,invalid
m,y,h,d,v,u,j,*,invalid
d,a,i,l,i,e,s,*,valid
d,f,n,r,*,*,*,*,invalid
m,n,i,o,s,i,e,*,invalid
b,r,u,i,s,e,r,*,valid
t,y,n,m,s,v,*,*,invalid
k,q,r,v,d,*,*,*,invalid
k,i,n,g,l,y,*,*,valid
f,x,g,c,b,a,s,*,invalid
g,a,p,e,*,*,*,*,valid
x,e,r,*,*,*,*,*,invalid
b,t,l,k,*,*,*,*,invalid
i,n,d,i,c,a,t,e,valid
w,c,g,j,c,u,n,*,invalid
c,o,n,f,a,b,*,*,valid
s,h,i,k,a,*,*,*,valid
l,i,e,f,e,s,t,*,valid
v,y,v,*,*,*,*,*,invalid
m,t,f,e,*,*,*,*,invalid
v,a,y,*,*,*,*,*,invalid
d,o,c,i,l,e,*,*,valid
f,o,r,s,a,k,e,n,valid
r,a,i,n,s,*,*,*,valid
p,p,a,t,a,*,*,*,invalid
c,l,a,m,b,a,k,e,valid
w,e,u,g,b,x,c,*,invalid
p,a,s,t,y,*,*,*,valid
p,r,g,o,q,r,x,*,invalid
w,k,t,*,*,*,*,*,invalid
l,i,o,n,i,z,e,s,valid
s,p,l,i,t,s,*,*,valid
n,y,x,n,j,*,*,*,invalid
u,c,r,f,g,f,g,*,invalid
s,t,i,r,r,e,r,*,valid
j,p,r,v,u,m,*,*,invalid
s,t,u,m,p,i,n,g,valid
c,h,e,e,p,*,*,*,valid
u,n,s,e,t,*,*,*,valid
p,b,k,i,*,*,*,*,invalid
s,l,e,e,k,e,r,*,valid
n,j,f,s,v,*,*,*,invalid
i,q,g,u,t,a,*,*,invalid
r,g,g,i,*,*,*,*,invalid
r,o,o,s,t,e,d,*,valid
f,r,e,c,k,l,e,d,valid
r,x,w,s,w,d,*,*,invalid
y,a,c,k,*,*,*,*,valid
i,p,s,v,t,g,i,*,invalid
h,a,g,g,l,e,r,s,valid
c,k,n,s,h,*,*,*,invalid
d,a,i,v,*,*,*,*,invalid
d,i,l,u,t,e,s,*,valid
i,d,f,t,e,r,*,*,invalid
a,n,a,l,o,g,y,*,valid
f,r,i,l,l,y,*,*,valid
n,w,e,*,*,*,*,*,invalid
e,i,g,*,*,*,*,*,invalid
w,m,k,q,j,k,*,*,invalid
p,f,e,*,*,*,*,*,invalid
s,h,a,t,*,*,*,*,valid
x,q,r,r,n,*,*,*,invalid
s,c,a,b,b,a,r,d,valid
b,r,o,i,l,e,r,s,valid
y,v,k,p,*,*,*,*,invalid
x,a,y,d,s,a,f,*,invalid
a,g,i,n,g,*,*,*,valid
e,n,s,u,r,e,d,*,valid
g,j,p,w,*,*,*,*,invalid
n,v,r,u,j,b,*,*,invalid
q,y,q,m,e,x,p,*,invalid
n,m,d,*,*,*,*,*,invalid
y,g,r,*,*,*,*,*,invalid
a,t,a,q,n,p,x,*,invalid
s,a,n,d,b,a,r,*,valid
q,y,s,b,b,*,*,*,invalid
h,e,r,b,*,*,*,*,valid
l,i,q,u,i,d,*,*,valid
a,o,p,o,h,b,q,*,invalid
i,n,b,r,e,e,d,*,valid
f,r,a,u,d,*,*,*,valid
t,a,w,w,s,l,*,*,invalid
f,u,n,k,i,e,s,t,valid
d,v,u,*,*,*,*,*,invalid
a,l,c,n,*,*,*,*,invalid
f,d,i,*,*,*,*,*,invalid
r,u,m,*,*,*,*,*,valid
w,a,r,*,*,*,*,*,valid
a,d,v,i,s,e,d,*,valid
d,q,a,f,h,a,*,*,invalid
e,y,w,v,*,*,*,*,invalid
n,e,h,n,y,r,e,*,invalid
r,j,a,s,*,*,*,*,invalid
j,s,h,d,a,*,*,*,invalid
k,a,n,k,*,*,*,*,invalid
o,l,g,j,r,a,*,*,invalid
n,m,n,o,c,h,*,*,invalid
a,j,n,e,p,c,t,*,invalid
f,o,a,j,y,s,n,*,invalid
n,o,v,e,l,s,*,*,valid
m,o,o,e,h,s,l,*,invalid
l,u,s,t,s,*,*,*,valid
x,b,v,c,a,*,*,*,invalid
e,h,i,d,g,*,*,*,invalid
p,q,h,*,*,*,*,*,invalid
i,l,j,e,b,*,*,*,invalid
s,t,i,l,l,e,s,t,valid
p,r,i,c,e,s,*,*,valid
p,e,r,p,l,e,x,*,valid
v,i,s,i,t,s,*,*,valid
s,c,r,a,p,p,y,*,valid
f,j,a,r,c,h,*,*,invalid
n,b,r,q,l,a,d,*,invalid
k,q,d,j,h,y,*,*,invalid
p,e,r,i,w,i,g,s,valid
s,b,d,f,*,*,*,*,invalid
k,i,t,e,*,*,*,*,valid
u,d,k,q,*,*,*,*,invalid
p,l,y,f,*,*,*,*,invalid
p,b,k,j,g,*,*,*,invalid
j,e,t,s,a,m,*,*,valid
u,u,p,d,f,h,*,*,invalid
o,g,s,v,*,*,*,*,invalid
g,r,o,s,b,e,a,k,valid
r,e,s,u,l,t,*,*,valid
f,o,l,k,s,i,e,r,valid
y,q,u,y,i,c,*,*,invalid
b,q,a,h,y,l,j,*,invalid
c,h,a,n,c,e,r,y,valid
c,u,r,f,e,w,*,*,valid
v,o,g,s,n,p,*,*,invalid
g,r,a,y,e,s,t,*,valid
d,e,a,t,h,s,*,*,valid
u,j,o,n,*,*,*,*,invalid
u,b,d,g,h,u,*,*,invalid
i,r,e,p,*,*,*,*,invalid
f,x,r,*,*,*,*,*,invalid
p,m,r,f,w,y,f,*,invalid
m,c,h,g,p,*,*,*,invalid
e,n,t,i,c,e,d,*,valid
h,a,n,d,m,a,i,d,valid
d,r,a,o,i,g,l,*,invalid
t,e,r,n,*,*,*,*,valid
b,b,c,u,t,*,*,*,invalid
n,q,q,i,j,*,*,*,invalid
j,a,x,q,n,a,w,*,invalid
n,h,n,g,*,*,*,*,invalid
d,x,t,*,*,*,*,*,invalid
l,a,t,*,*,*,*,*,invalid
s,t,a,r,c,h,e,d,valid
i,n,u,h,k,w,*,*,invalid
v,p,j,r,r,w,s,*,invalid
o,f,f,s,e,t,s,*,valid
w,u,a,l,*,*,*,*,invalid
g,j,i,e,*,*,*,*,invalid
s,r,q,h,s,r,*,*,invalid
g,k,u,i,*,*,*,*,invalid
v,x,i,k,*,*,*,*,invalid
a,x,r,j,a,*,*,*,invalid
x,c,b,e,p,v,*,*,invalid
d,w,k,y,*,*,*,*,invalid
w,e,a,k,*,*,*,*,valid
t,u,t,o,r,i,a,l,valid
d,i,s,r,o,b,e,d,valid
t,i,u,*,*,*,*,*,invalid
o,x,p,o,*,*,*,*,invalid
e,m,p,l,o,y,e,s,valid
j,q,e,t,g,r,*,*,invalid
m,o,o,d,s,*,*,*,valid
b,e,a,r,a,b,l,e,valid
m,p,s,p,h,d,i,*,invalid
w,v,y,d,n,*,*,*,invalid
h,a,m,l,e,t,*,*,valid
t,x,i,t,j,j,*,*,invalid
u,y,y,v,f,q,*,*,invalid
h,i,s,s,e,s,*,*,valid
p,u,s,h,e,r,s,*,valid
c,a,s,t,l,e,*,*,valid
t,r,i,p,l,e,t,s,valid
k,e,g,h,y,n,r,*,invalid
d,a,t,i,v,e,*,*,valid
h,w,w,*,*,*,*,*,invalid
q,b,m,p,p,*,*,*,invalid
s,u,b,t,l,e,t,y,valid
v,e,a,l,*,*,*,*,valid
a,s,g,*,*,*,*,*,invalid
t,r,v,e,k,*,*,*,invalid
s,h,a,r,p,e,n,s,valid
d,i,s,c,l,o,s,e,valid
d,c,w,c,o,i,*,*,invalid
i,l,b,w,g,*,*,*,invalid
w,p,d,m,u,*,*,*,invalid
h,t,u,r,*,*,*,*,invalid
r,u,k,b,*,*,*,*,invalid
n,b,v,*,*,*,*,*,invalid
m,c,a,w,d,*,*,*,invalid
i,e,y,t,*,*,*,*,invalid
n,o,s,i,e,r,*,*,valid
b,m,e,c,n,*,*,*,invalid
l,y,l,*,*,*,*,*,invalid
g,u,f,*,*,*,*,*,invalid
g,h,e,t,t,o,e,s,valid
e,n,o,q,w,a,*,*,invalid
h,a,r,d,e,r,*,*,valid
p,g,h,n,*,*,*,*,invalid
c,o,m,i,c,*,*,*,valid
i,n,u,n,d,a,t,e,valid
s,t,p,i,c,*,*,*,invalid
i,d,b,a,*,*,*,*,invalid
a,c,v,q,k,q,p,*,invalid
i,k,c,*,*,*,*,*,invalid
s,u,b,h,e,a,d,*,valid
j,b,v,a,*,*,*,*,invalid
j,a,c,k,a,s,s,*,valid
f,v,v,*,*,*,*,*,invalid
w,b,w,r,u,i,r,*,invalid
v,t,c,c,q,q,*,*,invalid
o,e,a,*,*,*,*,*,invalid
s,l,o,p,i,n,g,*,valid
p,i,s,x,w,b,*,*,invalid
k,x,n,x,v,*,*,*,invalid
d,y,n,y,g,*,*,*,invalid
d,p,x,s,m,j,*,*,invalid
s,c,b,y,*,*,*,*,invalid
m,e,m,o,i,r,*,*,valid
x,x,y,v,i,s,*,*,invalid
a,q,h,n,s,*,*,*,invalid
r,w,v,*,*,*,*,*,invalid
d,a,f,t,e,r,*,*,valid
p,i,n,e,s,*,*,*,valid
b,g,n,u,k,*,*,*,invalid
r,e,a,d,a,b,l,e,valid
t,m,v,w,i,*,*,*,invalid
f,u,e,l,l,e,d,*,valid
d,c,r,*,*,*,*,*,invalid
j,g,k,*,*,*,*,*,invalid
d,a,q,t,g,*,*,*,invalid
w,q,q,a,*,*,*,*,invalid
a,h,b,x,*,*,*,*,invalid
q,j,g,k,*,*,*,*,invalid
g,c,k,v,h,h,*,*,invalid
b,a,r,b,*,*,*,*,valid
e,j,i,q,a,*,*,*,invalid
v,d,y,r,x,y,o,*,invalid
t,y,k,b,y,u,*,*,invalid
e,v,e,*,*,*,*,*,valid
k,u,i,f,b,r,*,*,invalid
s,o,w,*,*,*,*,*,invalid
l,r,e,*,*,*,*,*,invalid
m,k,o,i,a,d,*,*,invalid
g,a,g,e,d,*,*,*,valid
s,o,r,e,h,e,a,d,valid
f,b,e,n,r,p,d,*,invalid
