char01,char02,char03,char04,char05,char06,char07,char08,prediction
b,t,t,*,*,*,*,*,invalid
y,g,j,w,l,*,*,*,invalid
b,r,i,s,t,l,e,d,valid
y,y,l,*,*,*,*,*,invalid
b,y,b,o,w,x,*,*,invalid
h,a,i,r,c,u,t,*,valid
h,v,s,v,q,e,*,*,invalid
p,k,s,k,d,*,*,*,invalid
f,i,w,l,x,*,*,*,invalid
o,k,h,k,p,*,*,*,invalid
k,i,f,w,u,s,k,*,invalid
r,b,t,e,h,n,h,*,invalid
u,p,o,b,*,*,*,*,invalid
h,k,c,h,k,v,a,*,invalid
p,m,t,*,*,*,*,*,invalid
a,n,m,*,*,*,*,*,invalid
b,m,x,s,p,t,*,*,invalid
c,r,u,e,l,e,r,*,valid
t,f,a,h,*,*,*,*,invalid
f,y,c,c,k,*,*,*,invalid
i,b,p,h,y,*,*,*,invalid
h,a,r,p,*,*,*,*,valid
d,o,u,b,t,e,r,s,valid
y,i,s,*,*,*,*,*,invalid
c,n,a,*,*,*,*,*,invalid
a,c,h,i,e,v,e,d,valid
e,j,q,*,*,*,*,*,invalid
o,k,j,*,*,*,*,*,invalid
x,a,i,*,*,*,*,*,invalid
i,t,i,*,*,*,*,*,invalid
g,m,e,e,e,s,w,*,invalid
u,l,t,e,r,i,o,r,valid
j,k,o,x,h,*,*,*,invalid
i,s,r,*,*,*,*,*,invalid
e,g,l,j,s,*,*,*,invalid
h,k,l,*,*,*,*,*,invalid
t,a,r,o,t,*,*,*,valid
x,y,c,*,*,*,*,*,invalid
b,e,l,l,y,f,u,l,valid
g,f,d,g,*,*,*,*,invalid
k,u,n,*,*,*,*,*,invalid
k,i,d,n,a,p,e,d,valid
w,v,f,c,*,*,*,*,invalid
i,r,i,*,*,*,*,*,invalid
l,b,v,s,*,*,*,*,invalid
n,m,v,c,m,c,o,*,invalid
e,x,p,l,o,i,t,s,valid
a,k,h,o,n,i,l,*,invalid
g,a,u,c,h,e,r,*,valid
e,q,j,*,*,*,*,*,invalid
t,u,r,b,o,j,e,t,valid
s,c,a,r,y,*,*,*,valid
e,n,d,o,r,s,e,d,valid
b,l,a,t,a,n,t,*,valid
p,a,c,k,i,n,g,*,valid
g,r,v,b,*,*,*,*,invalid
r,h,n,*,*,*,*,*,invalid
s,q,f,*,*,*,*,*,invalid
d,o,o,d,l,e,r,*,valid
s,i,j,x,w,*,*,*,invalid
g,a,d,h,q,g,*,*,invalid
x,m,c,m,*,*,*,*,invalid
u,a,g,h,l,l,k,*,invalid
p,u,p,a,s,*,*,*,valid
e,n,o,d,v,w,h,*,invalid
r,q,v,i,d,w,*,*,invalid
m,a,u,n,d,e,r,s,valid
c,o,u,n,s,e,l,s,valid
d,e,e,p,s,*,*,*,valid
m,q,j,v,k,*,*,*,invalid
b,o,g,s,*,*,*,*,valid
c,x,i,*,*,*,*,*,invalid
m,m,v,l,k,f,n,*,invalid
v,l,j,n,r,k,j,*,invalid
f,p,w,*,*,*,*,*,invalid
t,s,b,n,*,*,*,*,invalid
a,c,r,o,n,y,m,s,valid
o,s,e,m,p,*,*,*,invalid
a,m,q,l,t,f,p,*,invalid
y,y,n,u,*,*,*,*,invalid
w,c,s,f,w,*,*,*,invalid
b,b,e,*,*,*,*,*,invalid
h,o,r,o,*,*,*,*,invalid
w,r,i,o,s,m,i,*,invalid
q,t,y,j,x,*,*,*,invalid
e,l,v,*,*,*,*,*,invalid
a,p,p,l,y,i,n,g,valid
e,d,g,e,r,*,*,*,valid
f,r,o,n,t,i,n,g,valid
n,s,x,n,e,v,*,*,invalid
h,v,e,*,*,*,*,*,invalid
s,e,l,l,o,u,t,s,valid
c,o,a,x,e,d,*,*,valid
f,b,c,d,c,m,k,*,invalid
e,x,t,r,u,d,e,d,valid
c,o,k,e,*,*,*,*,valid
s,k,u,y,t,e,*,*,invalid
c,a,s,h,e,w,s,*,valid
t,u,o,*,*,*,*,*,invalid
g,t,m,b,u,p,*,*,invalid
h,b,a,h,y,t,*,*,invalid
d,e,f,i,e,s,*,*,valid
s,m,a,s,h,e,d,*,valid
a,v,r,*,*,*,*,*,invalid
m,i,s,g,u,i,d,e,valid
h,e,x,*,*,*,*,*,valid
h,r,y,l,i,*,*,*,invalid
c,h,i,g,g,e,r,s,valid
h,o,o,r,a,y,e,d,valid
s,l,i,c,i,n,g,*,valid
c,n,i,f,v,c,*,*,invalid
y,j,d,s,j,*,*,*,invalid
x,j,y,*,*,*,*,*,invalid
p,r,o,p,e,l,s,*,valid
c,m,t,l,*,*,*,*,invalid
p,r,e,c,s,e,*,*,invalid
s,g,e,f,*,*,*,*,invalid
w,n,w,j,h,*,*,*,invalid
p,a,u,s,e,s,*,*,valid
a,h,j,*,*,*,*,*,invalid
h,o,o,t,c,h,*,*,valid
y,b,g,m,f,o,*,*,invalid
c,a,x,m,*,*,*,*,invalid
g,o,b,b,l,e,*,*,valid
c,e,r,t,i,f,y,*,valid
j,e,r,k,i,n,g,*,valid
p,i,r,r,u,*,*,*,invalid
c,i,b,c,f,*,*,*,invalid
u,h,d,g,n,h,p,*,invalid
h,a,v,e,n,*,*,*,valid
r,m,j,e,i,f,*,*,invalid
f,o,x,h,o,l,e,*,valid
v,l,o,*,*,*,*,*,invalid
r,e,l,i,v,e,s,*,valid
i,u,f,e,g,*,*,*,invalid
d,i,c,e,y,*,*,*,valid
w,h,e,r,e,o,f,*,valid
n,r,m,k,*,*,*,*,invalid
s,q,u,a,b,s,*,*,valid
d,a,g,h,x,s,*,*,invalid
v,e,k,b,*,*,*,*,invalid
o,p,e,n,i,n,g,s,valid
d,b,m,r,f,*,*,*,invalid
u,n,s,n,a,p,*,*,valid
r,u,t,t,i,n,g,*,valid
o,y,r,r,h,u,s,*,invalid
k,r,o,x,y,*,*,*,invalid
f,o,e,p,o,*,*,*,invalid
x,k,f,b,d,e,*,*,invalid
m,o,d,e,s,t,y,*,valid
h,q,s,*,*,*,*,*,invalid
u,n,w,h,b,*,*,*,invalid
a,x,w,h,g,u,b,*,invalid
y,g,e,e,w,*,*,*,invalid
x,r,g,g,*,*,*,*,invalid
t,o,m,a,t,o,e,s,valid
p,k,s,q,*,*,*,*,invalid
s,a,t,e,e,n,*,*,valid
g,o,r,i,l,l,a,*,valid
f,a,o,t,r,*,*,*,invalid
m,c,u,s,*,*,*,*,invalid
y,p,q,v,h,*,*,*,invalid
r,i,v,e,t,s,*,*,valid
b,t,b,*,*,*,*,*,invalid
i,q,h,n,d,*,*,*,invalid
f,e,r,r,i,e,s,*,valid
o,h,b,h,k,*,*,*,invalid
y,m,y,*,*,*,*,*,invalid
p,r,u,d,e,n,c,e,valid
d,w,v,j,p,k,*,*,invalid
l,i,n,g,e,r,s,*,valid
k,o,v,u,g,s,*,*,invalid
v,c,e,j,c,y,v,*,invalid
s,c,h,m,o,o,z,e,valid
n,f,b,g,a,i,*,*,invalid
l,t,f,*,*,*,*,*,invalid
s,t,a,m,p,e,d,e,valid
t,h,i,c,k,l,y,*,valid
r,v,e,f,v,*,*,*,invalid
k,e,g,*,*,*,*,*,invalid
i,d,h,*,*,*,*,*,invalid
b,p,q,d,r,m,*,*,invalid
m,i,l,y,m,q,p,*,invalid
t,i,c,*,*,*,*,*,valid
i,f,h,q,n,*,*,*,invalid
a,g,v,a,*,*,*,*,invalid
e,x,c,e,e,d,s,*,valid
w,i,f,h,k,l,*,*,invalid
c,h,e,a,t,e,d,*,valid
b,g,s,v,m,*,*,*,invalid
i,d,f,m,r,s,*,*,invalid
o,p,n,w,g,*,*,*,invalid
e,s,c,a,p,a,d,e,valid
h,a,r,s,h,l,y,*,valid
l,u,n,a,c,y,*,*,valid
q,m,r,*,*,*,*,*,invalid
s,l,a,n,t,i,n,g,valid
k,d,i,*,*,*,*,*,invalid
q,j,r,p,e,*,*,*,invalid
h,f,o,*,*,*,*,*,invalid
p,i,g,g,e,d,*,*,valid
h,a,t,c,h,e,t,*,valid
u,r,d,v,g,*,*,*,invalid
h,r,m,x,q,n,*,*,invalid
w,y,a,u,x,f,*,*,invalid
t,h,a,t,c,h,e,d,valid
f,y,e,w,*,*,*,*,invalid
q,j,l,*,*,*,*,*,invalid
v,a,l,v,e,*,*,*,valid
g,h,c,w,p,b,m,*,invalid
p,o,t,h,o,o,k,s,valid
s,g,a,g,j,y,l,*,invalid
m,k,r,i,m,*,*,*,invalid
d,o,u,b,l,o,o,n,valid
h,t,j,u,x,c,i,*,invalid
m,f,k,y,*,*,*,*,invalid
m,h,g,c,q,*,*,*,invalid
p,v,l,n,*,*,*,*,invalid
p,a,r,r,i,n,g,*,valid
v,f,y,q,f,g,*,*,invalid
c,l,u,e,s,*,*,*,valid
b,u,l,b,s,*,*,*,valid
v,e,g,a,n,s,*,*,valid
d,a,t,c,j,h,t,*,invalid
p,l,a,n,a,r,*,*,valid
u,y,o,u,o,m,*,*,invalid
s,i,x,*,*,*,*,*,valid
p,a,c,t,*,*,*,*,valid
s,a,u,c,i,n,g,*,valid
d,q,f,q,m,e,*,*,invalid
t,b,c,e,p,*,*,*,invalid
r,l,b,f,*,*,*,*,invalid
l,a,t,*,*,*,*,*,invalid
x,d,t,o,*,*,*,*,invalid
u,e,h,i,p,*,*,*,invalid
d,r,i,v,e,n,*,*,valid
i,a,r,r,f,k,*,*,invalid
w,i,d,g,e,o,n,*,valid
x,n,b,q,o,m,q,*,invalid
t,g,t,*,*,*,*,*,invalid
c,f,r,e,q,y,*,*,invalid
v,e,x,c,r,*,*,*,invalid
r,e,a,d,o,u,t,*,valid
b,a,l,l,a,s,t,s,valid
l,o,s,i,n,g,*,*,valid
s,g,o,*,*,*,*,*,invalid
t,b,r,m,t,*,*,*,invalid
o,f,e,p,*,*,*,*,invalid
h,y,p,e,r,*,*,*,valid
m,u,z,z,l,e,d,*,valid
i,n,u,r,e,s,*,*,valid
f,n,m,e,y,*,*,*,invalid
s,r,g,c,b,*,*,*,invalid
v,b,s,r,m,*,*,*,invalid
s,l,o,s,h,i,n,g,valid
p,i,x,p,y,r,*,*,invalid
t,a,g,s,*,*,*,*,valid
f,s,t,i,l,*,*,*,invalid
c,k,a,t,*,*,*,*,invalid
r,e,w,o,r,d,s,*,valid
g,v,m,l,k,q,d,*,invalid
o,f,f,l,o,a,d,*,valid
t,a,m,e,r,s,*,*,valid
g,y,i,p,k,*,*,*,invalid
e,l,u,d,i,n,g,*,valid
f,b,j,h,*,*,*,*,invalid
o,a,g,m,l,i,*,*,invalid
x,j,v,e,u,d,h,*,invalid
y,n,c,o,j,*,*,*,invalid
q,u,c,o,a,f,*,*,invalid
p,l,s,g,q,u,s,*,invalid
m,m,e,q,r,*,*,*,invalid
o,e,q,i,v,g,*,*,invalid
v,d,p,*,*,*,*,*,invalid
p,x,l,j,*,*,*,*,invalid
h,q,i,e,*,*,*,*,invalid
n,a,c,h,o,*,*,*,valid
r,g,p,w,*,*,*,*,invalid
u,v,y,q,a,*,*,*,invalid
s,c,a,l,e,s,*,*,valid
a,d,v,i,s,e,s,*,valid
c,d,a,q,i,p,y,*,invalid
p,u,r,s,u,i,t,*,valid
p,o,b,e,*,*,*,*,invalid
l,e,v,e,l,*,*,*,valid
g,b,y,m,o,*,*,*,invalid
f,t,r,n,*,*,*,*,invalid
w,o,o,l,*,*,*,*,valid
a,q,r,h,p,f,*,*,invalid
y,u,f,n,*,*,*,*,invalid
f,d,k,*,*,*,*,*,invalid
c,h,a,r,r,i,n,g,valid
a,n,i,m,a,t,e,*,valid
j,d,n,i,p,k,s,*,invalid
y,s,q,g,l,*,*,*,invalid
c,u,r,l,e,w,*,*,valid
e,x,f,g,t,*,*,*,invalid
u,y,p,s,x,k,k,*,invalid
v,o,l,u,b,l,y,*,valid
n,y,k,w,j,*,*,*,invalid
x,s,s,n,b,j,s,*,invalid
g,l,b,*,*,*,*,*,invalid
t,m,p,l,*,*,*,*,invalid
i,m,p,u,r,e,r,*,valid
s,n,i,*,*,*,*,*,invalid
v,e,r,t,e,b,r,a,valid
k,x,o,o,*,*,*,*,invalid
f,f,q,b,w,p,e,*,invalid
s,h,a,k,a,i,*,*,valid
p,q,n,d,i,l,d,*,invalid
e,h,e,*,*,*,*,*,invalid
l,h,l,u,c,u,g,*,invalid
i,e,w,q,g,*,*,*,invalid
u,l,a,a,*,*,*,*,invalid
g,l,o,o,m,y,*,*,valid
d,r,a,f,t,e,e,*,valid
b,k,m,l,v,*,*,*,invalid
i,n,v,e,r,t,s,*,valid
r,e,m,a,t,c,h,*,valid
e,t,t,a,i,f,v,*,invalid
d,k,k,n,x,c,*,*,invalid
v,r,h,w,i,*,*,*,invalid
b,v,q,p,t,s,f,*,invalid
i,n,s,e,c,u,r,e,valid
a,r,h,i,b,*,*,*,invalid
g,l,l,d,a,t,f,*,invalid
x,a,u,f,l,n,t,*,invalid
s,r,u,*,*,*,*,*,invalid
o,r,a,l,s,*,*,*,valid
e,f,u,p,l,*,*,*,invalid
s,i,p,g,q,j,*,*,invalid
v,q,l,*,*,*,*,*,invalid
n,s,p,*,*,*,*,*,invalid
a,f,y,*,*,*,*,*,invalid
s,s,m,r,*,*,*,*,invalid
r,b,a,*,*,*,*,*,invalid
y,y,g,b,n,q,*,*,invalid
h,k,t,y,h,u,*,*,invalid
t,a,n,g,*,*,*,*,valid
t,o,a,s,t,i,n,g,valid
i,i,j,f,i,d,*,*,invalid
j,e,b,o,*,*,*,*,invalid
f,o,k,e,q,a,*,*,invalid
m,d,g,a,w,o,m,*,invalid
s,h,o,d,d,i,l,y,valid
f,i,n,i,s,h,e,r,valid
x,d,x,f,*,*,*,*,invalid
w,i,d,o,w,e,d,*,valid
r,t,v,u,n,b,u,*,invalid
e,c,k,k,*,*,*,*,invalid
w,e,w,r,c,v,o,*,invalid
t,h,a,w,e,d,*,*,valid
c,u,r,s,i,v,e,*,valid
i,v,e,h,a,s,g,*,invalid
d,v,j,*,*,*,*,*,invalid
x,u,b,r,n,*,*,*,invalid
d,i,e,t,e,r,*,*,valid
n,i,l,f,l,r,f,*,invalid
j,e,v,*,*,*,*,*,invalid
f,h,j,f,g,r,*,*,invalid
a,k,e,*,*,*,*,*,invalid
n,p,n,s,k,p,*,*,invalid
d,h,m,p,*,*,*,*,invalid
m,u,m,b,l,i,n,g,valid
k,c,g,u,x,*,*,*,invalid
k,q,o,o,d,c,*,*,invalid
r,i,s,k,i,e,r,*,valid
u,p,i,y,d,y,a,*,invalid
e,l,a,t,i,n,g,*,valid
a,n,l,a,x,q,e,*,invalid
k,r,k,t,*,*,*,*,invalid
n,o,b,l,j,v,f,*,invalid
t,r,h,a,*,*,*,*,invalid
v,g,b,y,i,q,*,*,invalid
k,g,j,b,b,x,*,*,invalid
v,a,g,r,a,n,t,s,valid
t,y,i,o,*,*,*,*,invalid
s,y,m,p,o,s,i,a,valid
g,o,r,i,l,l,a,s,valid
d,j,y,a,t,*,*,*,invalid
s,c,a,l,a,r,*,*,valid
o,f,l,*,*,*,*,*,invalid
y,n,m,*,*,*,*,*,invalid
u,t,q,f,i,i,*,*,invalid
p,j,d,r,o,*,*,*,invalid
w,w,p,t,*,*,*,*,invalid
g,r,e,a,s,e,d,*,valid
s,m,t,b,e,w,m,*,invalid
c,l,e,a,v,i,n,g,valid
r,p,s,*,*,*,*,*,invalid
c,h,o,w,*,*,*,*,valid
h,p,q,c,f,n,*,*,invalid
a,c,c,u,r,s,t,*,valid
l,h,b,l,*,*,*,*,invalid
s,c,h,l,o,c,k,*,valid
g,l,e,e,f,u,l,*,valid
t,g,o,g,y,c,v,*,invalid
n,m,j,j,l,b,*,*,invalid
k,p,a,*,*,*,*,*,invalid
s,l,i,d,e,r,s,*,valid
d,e,m,o,t,i,o,n,valid
c,l,a,y,i,e,r,*,valid
j,n,e,*,*,*,*,*,invalid
b,q,n,k,a,e,*,*,invalid
s,y,n,c,h,i,n,g,valid
l,l,p,*,*,*,*,*,invalid
h,a,r,d,t,o,p,*,valid
h,i,t,t,e,r,s,*,valid
x,l,u,y,g,*,*,*,invalid
a,s,t,o,n,i,s,h,valid
f,c,i,n,x,c,*,*,invalid
a,l,d,e,r,*,*,*,valid
c,r,o,w,d,e,d,*,valid
c,r,o,o,k,s,*,*,valid
w,h,e,n,*,*,*,*,valid
g,r,u,f,f,*,*,*,valid
e,y,m,t,*,*,*,*,invalid
i,j,g,*,*,*,*,*,invalid
e,n,e,r,v,a,t,e,valid
s,u,r,g,e,o,n,*,valid
r,a,k,n,l,p,d,*,invalid
t,i,m,b,e,r,e,d,valid
l,q,p,u,n,k,*,*,invalid
k,a,n,a,s,h,i,i,valid
p,k,v,o,y,f,j,*,invalid
q,t,l,i,s,p,m,*,invalid
s,o,l,i,c,i,t,*,valid
c,p,j,e,y,p,t,*,invalid
m,h,a,o,*,*,*,*,invalid
s,m,i,l,i,n,g,*,valid
c,y,u,*,*,*,*,*,invalid
m,a,s,q,u,e,s,*,valid
d,o,t,t,e,d,*,*,valid
d,m,c,q,*,*,*,*,invalid
b,r,e,a,d,t,h,s,valid
e,u,q,*,*,*,*,*,invalid
t,a,l,l,e,r,*,*,valid
l,l,p,a,b,y,*,*,invalid
r,s,v,*,*,*,*,*,invalid
x,p,c,*,*,*,*,*,invalid
i,u,m,q,*,*,*,*,invalid
l,a,w,r,i,*,*,*,invalid
d,w,m,j,d,*,*,*,invalid
v,b,d,c,e,u,*,*,invalid
j,m,e,y,*,*,*,*,invalid
b,r,a,n,*,*,*,*,valid
j,m,s,d,*,*,*,*,invalid
c,y,p,*,*,*,*,*,invalid
p,r,j,y,t,*,*,*,invalid
f,o,o,l,s,*,*,*,valid
o,a,m,*,*,*,*,*,invalid
s,t,r,e,a,m,*,*,valid
m,i,f,u,t,v,y,*,invalid
h,u,r,r,a,y,*,*,valid
u,w,d,r,v,*,*,*,invalid
e,y,s,p,u,y,*,*,invalid
t,v,m,f,i,j,*,*,invalid
h,d,q,*,*,*,*,*,invalid
g,b,q,*,*,*,*,*,invalid
y,a,s,r,*,*,*,*,invalid
f,c,o,*,*,*,*,*,invalid
g,c,o,i,s,b,*,*,invalid
g,e,k,c,*,*,*,*,invalid
b,n,u,q,n,g,q,*,invalid
k,r,w,g,k,a,m,*,invalid
u,t,m,*,*,*,*,*,invalid
n,s,v,*,*,*,*,*,invalid
i,d,p,e,r,m,a,*,invalid
l,t,l,a,a,*,*,*,invalid
l,a,b,o,r,s,*,*,valid
g,l,b,o,n,*,*,*,invalid
m,e,d,a,n,h,*,*,invalid
s,k,r,x,a,c,i,*,invalid
m,d,l,n,l,*,*,*,invalid
w,i,p,w,*,*,*,*,invalid
j,h,h,e,l,*,*,*,invalid
i,n,e,p,t,*,*,*,valid
b,u,m,a,c,p,u,*,invalid
v,u,l,x,*,*,*,*,invalid
s,c,r,u,b,b,y,*,valid
d,c,e,t,m,g,*,*,invalid
c,f,m,m,w,m,e,*,invalid
a,r,j,*,*,*,*,*,invalid
s,y,n,c,e,d,*,*,valid
v,y,n,a,*,*,*,*,invalid
d,e,v,o,t,e,*,*,valid
u,n,l,o,v,e,d,*,valid
t,j,m,e,t,v,*,*,invalid
t,i,p,t,o,e,d,*,valid
r,e,e,n,l,i,s,t,valid
y,x,i,t,q,u,*,*,invalid
h,c,s,*,*,*,*,*,invalid
e,k,i,*,*,*,*,*,valid
d,i,v,e,s,t,s,*,valid
d,y,k,m,*,*,*,*,invalid
c,o,r,d,i,n,g,*,valid
i,l,l,n,e,s,s,*,valid
j,w,j,m,o,*,*,*,invalid
d,r,y,n,e,s,s,*,valid
i,i,b,l,c,k,*,*,invalid
f,m,t,u,*,*,*,*,invalid
n,t,x,m,s,b,y,*,invalid
n,r,b,h,t,j,p,*,invalid
s,i,d,i,k,a,*,*,invalid
t,a,t,t,e,d,*,*,valid
i,s,k,e,o,d,*,*,invalid
a,n,c,s,x,p,*,*,invalid
s,c,b,*,*,*,*,*,invalid
y,k,m,g,f,b,i,*,invalid
a,n,t,*,*,*,*,*,invalid
d,s,q,*,*,*,*,*,invalid
l,u,c,c,u,b,*,*,invalid
u,p,x,*,*,*,*,*,invalid
s,t,r,o,l,l,e,r,valid
u,i,b,*,*,*,*,*,invalid
a,v,p,u,r,p,g,*,invalid
b,l,q,j,s,*,*,*,invalid
p,r,i,o,r,*,*,*,valid
k,e,y,*,*,*,*,*,valid
e,e,k,*,*,*,*,*,invalid
l,f,o,p,e,l,w,*,invalid
r,n,f,d,*,*,*,*,invalid
s,e,n,s,e,d,*,*,valid
l,e,m,m,i,n,g,s,valid
a,s,p,f,f,*,*,*,invalid
f,o,r,e,s,t,*,*,valid
p,v,a,y,d,o,u,*,invalid
w,v,y,i,a,*,*,*,invalid
o,d,q,f,*,*,*,*,invalid
f,a,u,v,c,k,d,*,invalid
w,i,p,x,*,*,*,*,invalid
r,e,g,o,i,f,m,*,invalid
d,e,n,i,a,l,*,*,valid
v,p,d,q,*,*,*,*,invalid
r,e,c,e,i,v,e,r,valid
d,e,t,o,x,*,*,*,valid
r,s,w,e,k,x,o,*,invalid
r,m,f,e,f,c,q,*,invalid
t,x,n,c,*,*,*,*,invalid
n,s,h,m,y,e,j,*,invalid
c,n,n,w,f,x,f,*,invalid
q,f,b,q,r,f,*,*,invalid
p,l,t,g,v,l,w,*,invalid
p,o,l,i,s,h,e,s,valid
h,o,u,x,q,a,*,*,invalid
l,y,o,v,n,e,k,*,invalid
f,n,i,*,*,*,*,*,invalid
c,o,o,l,s,*,*,*,valid
c,w,n,p,a,f,*,*,invalid
p,h,y,s,i,c,s,*,valid
d,e,p,t,h,s,*,*,valid
r,e,s,t,o,c,k,*,valid
b,e,d,b,u,g,s,*,valid
g,o,b,x,s,o,*,*,invalid
w,r,w,*,*,*,*,*,invalid
t,h,i,s,t,l,e,*,valid
d,a,m,q,n,k,p,*,invalid
b,o,l,t,s,*,*,*,valid
f,x,w,s,*,*,*,*,invalid
h,y,b,j,*,*,*,*,invalid
o,s,k,f,*,*,*,*,invalid
e,x,n,*,*,*,*,*,invalid
y,y,b,*,*,*,*,*,invalid
d,i,s,m,a,l,l,y,valid
s,a,m,o,v,a,r,s,valid
g,b,x,t,g,k,p,*,invalid
m,h,s,l,b,*,*,*,invalid
s,a,g,a,c,i,t,y,valid
t,r,a,c,k,e,r,*,valid
g,u,v,i,d,u,u,*,invalid
f,i,x,e,s,*,*,*,valid
i,y,n,l,*,*,*,*,invalid
q,u,i,n,c,e,s,*,valid
u,x,h,y,u,d,h,*,invalid
e,k,b,*,*,*,*,*,invalid
c,h,a,r,g,e,d,*,valid
v,o,i,c,e,s,*,*,valid
t,g,q,k,q,f,v,*,invalid
f,o,l,l,o,w,e,r,valid
c,h,a,r,m,e,r,*,valid
m,o,c,h,a,*,*,*,valid
r,j,h,c,y,*,*,*,invalid
b,i,t,c,o,i,n,*,valid
a,u,c,s,m,*,*,*,invalid
e,m,w,*,*,*,*,*,invalid
i,d,r,h,w,*,*,*,invalid
y,r,x,*,*,*,*,*,invalid
l,a,d,b,j,*,*,*,invalid
p,i,a,*,*,*,*,*,invalid
b,r,c,d,e,a,x,*,invalid
d,i,u,r,e,t,i,c,valid
v,s,v,y,*,*,*,*,invalid
g,i,f,k,t,c,t,*,invalid
p,o,k,e,y,s,*,*,valid
y,o,r,e,*,*,*,*,valid
j,p,x,f,m,*,*,*,invalid
x,r,c,c,j,w,s,*,invalid
a,s,n,d,*,*,*,*,invalid
u,u,t,c,*,*,*,*,invalid
u,m,a,*,*,*,*,*,invalid
m,p,x,w,d,*,*,*,invalid
h,o,r,o,l,o,g,y,valid
w,a,r,t,i,e,s,t,valid
l,p,o,x,x,e,*,*,invalid
l,w,o,s,*,*,*,*,invalid
p,p,h,p,o,*,*,*,invalid
i,s,s,u,e,*,*,*,valid
g,o,d,d,a,m,n,*,valid
j,x,k,*,*,*,*,*,invalid
w,d,u,s,v,g,g,*,invalid
s,y,m,u,q,n,b,*,invalid
a,f,p,a,x,*,*,*,invalid
s,j,j,*,*,*,*,*,invalid
b,e,q,u,e,s,t,s,valid
t,w,q,*,*,*,*,*,invalid
b,t,p,*,*,*,*,*,invalid
c,u,b,i,c,a,l,*,valid
s,a,t,e,s,*,*,*,valid
q,o,x,a,a,u,x,*,invalid
f,k,s,l,i,j,c,*,invalid
n,n,m,w,d,y,f,*,invalid
r,f,x,*,*,*,*,*,invalid
c,o,n,c,e,p,t,s,valid
g,e,n,r,e,*,*,*,valid
l,o,l,*,*,*,*,*,invalid
j,f,l,i,i,p,r,*,invalid
u,t,f,w,t,p,*,*,invalid
v,o,m,i,t,i,n,g,valid
m,s,d,q,*,*,*,*,invalid
w,a,n,t,o,n,l,y,valid
p,a,s,s,i,o,n,*,valid
c,d,r,l,b,m,r,*,invalid
o,k,d,f,p,*,*,*,invalid
e,b,v,c,e,d,p,*,invalid
s,r,j,*,*,*,*,*,invalid
s,h,o,r,e,d,*,*,valid
o,a,f,v,w,*,*,*,invalid
m,a,r,a,u,d,e,r,valid
o,f,w,u,u,c,k,*,invalid
y,o,r,o,k,o,b,u,valid
b,r,o,g,a,n,s,*,valid
u,k,x,p,d,h,j,*,invalid
d,o,w,*,*,*,*,*,invalid
b,j,l,u,b,f,m,*,invalid
h,b,i,*,*,*,*,*,invalid
t,a,l,l,y,i,n,g,valid
o,u,s,t,s,*,*,*,valid
f,o,r,m,u,l,a,*,valid
r,e,f,i,t,s,*,*,valid
n,o,h,c,a,*,*,*,invalid
r,r,b,s,h,h,n,*,invalid
u,q,r,*,*,*,*,*,invalid
i,n,s,i,g,n,e,*,valid
u,m,l,b,w,f,*,*,invalid
w,i,d,o,w,s,*,*,valid
p,t,o,m,m,v,q,*,invalid
f,r,a,i,l,e,s,t,valid
x,x,a,x,i,d,m,*,invalid
s,t,o,c,k,s,*,*,valid
a,v,c,i,*,*,*,*,invalid
s,m,u,g,g,e,s,t,valid
h,n,c,w,x,p,*,*,invalid
g,p,e,c,l,*,*,*,invalid
y,r,d,t,p,j,*,*,invalid
m,h,r,*,*,*,*,*,invalid
w,f,o,w,r,*,*,*,invalid
a,g,j,g,q,p,*,*,invalid
u,w,m,*,*,*,*,*,invalid
j,u,j,u,t,s,u,*,valid
q,l,o,c,f,e,*,*,invalid
p,a,c,k,e,r,*,*,valid
s,l,u,m,d,o,g,*,valid
f,g,h,b,*,*,*,*,invalid
e,q,m,c,p,e,*,*,invalid
w,d,x,u,k,c,*,*,invalid
f,w,x,e,c,w,*,*,invalid
f,g,t,l,o,f,d,*,invalid
r,g,c,f,*,*,*,*,invalid
t,j,h,j,p,w,h,*,invalid
b,a,n,t,a,m,*,*,valid
w,f,o,t,*,*,*,*,invalid
g,r,o,a,n,*,*,*,valid
i,p,b,r,*,*,*,*,invalid
f,p,l,l,l,y,*,*,invalid
m,o,p,h,w,i,*,*,invalid
n,h,f,x,s,n,*,*,invalid
m,u,f,f,i,n,s,*,valid
c,h,q,*,*,*,*,*,invalid
l,t,h,y,d,k,y,*,invalid
e,j,v,f,e,c,*,*,invalid
s,n,i,r,h,v,*,*,invalid
n,m,q,d,s,*,*,*,invalid
t,r,v,p,*,*,*,*,invalid
b,o,o,t,h,*,*,*,valid
h,y,l,*,*,*,*,*,invalid
h,i,x,x,h,o,*,*,invalid
f,q,m,g,j,s,*,*,invalid
e,p,r,*,*,*,*,*,invalid
c,k,t,p,p,*,*,*,invalid
y,r,o,*,*,*,*,*,invalid
c,y,c,l,e,d,*,*,valid
d,o,m,i,n,a,n,t,valid
j,k,r,r,m,x,*,*,invalid
r,e,s,o,n,a,n,t,valid
i,l,v,r,m,l,c,*,invalid
c,k,g,*,*,*,*,*,invalid
x,r,e,*,*,*,*,*,invalid
k,j,w,q,v,*,*,*,invalid
p,v,a,*,*,*,*,*,invalid
w,l,q,d,g,u,i,*,invalid
